"","baseMean","log2FoldChange.x","lfcSE.x","stat","pvalue.x","padj.x","log2FoldChange.y","lfcSE.y","pvalue.y","padj.y"
"Mertk",313.658655978578,-2.99757439987878,0.636638525800579,-4.70844015622414,2.4961962681374e-06,1.95933454417714e-05,-2.70924401878362,0.675669400738129,2.4961962681374e-06,1.95933454417714e-05
"Pf4",1103.58020694272,-3.00028342422907,0.671742852911329,-4.46641659263788,7.95406521284631e-06,5.64657649810147e-05,-2.66881373947005,0.727062191824875,7.95406521284631e-06,5.64657649810147e-05
"Plk2",643.118223886368,-2.79872169608936,0.451588697364323,-6.19750164790213,5.73664382888998e-10,8.09999915418751e-09,-2.65079771764263,0.465920414294473,5.73664382888998e-10,8.09999915418751e-09
"Spats2",70.5233377962797,-2.71391084516358,0.300397797815558,-9.03438994859043,1.64919724516713e-19,5.9997317750993e-18,-2.64836348617983,0.304909127126738,1.64919724516713e-19,5.9997317750993e-18
"Slc24a3",28.349200523738,-2.76642214626563,0.409027276189298,-6.76341727632201,1.34774341147385e-11,2.28897531223387e-10,-2.64599548072004,0.41477303452431,1.34774341147385e-11,2.28897531223387e-10
"Sel1l3",86.390654426236,-2.69822324570126,0.322948443947542,-8.35496592805862,6.54516017121928e-17,1.91042570485984e-15,-2.62174688460114,0.327589832558883,6.54516017121928e-17,1.91042570485984e-15
"Prkaa2",6.27629928381818,-3.39410449042483,1.04298753867717,-3.25421384682083,0.00113706650035925,0.0048262839519814,-2.61754069793639,1.17435010405686,0.00113706650035925,0.0048262839519814
"Nkain1",106.831535725026,-2.64105068658244,0.218095348545239,-12.1096149193417,9.39341146922992e-34,8.60559907666458e-32,-2.60607050853499,0.219188321748223,9.39341146922992e-34,8.60559907666458e-32
"Nes",2054.831319522,-3.37876294137635,0.980814480209437,-3.44485426097591,0.000571367367099627,0.0026569958593803,-2.59593789996601,1.25274965309898,0.000571367367099627,0.0026569958593803
"Gm21748",9.01385815858064,-3.09242883344636,0.82848604881338,-3.73262632228456,0.000189493610423853,0.000998042091661679,-2.589414371028,0.89596308124443,0.000189493610423853,0.000998042091661679
"Ankrd33b",89.9950208061109,-2.63292068531512,0.298148097926501,-8.83091558734069,1.03822321379732e-18,3.589735414978e-17,-2.56665124921036,0.301278192613294,1.03822321379732e-18,3.589735414978e-17
"Ccr3",6.12404058127038,-3.16608574505062,0.919961868321148,-3.44154019212606,0.000578412535283934,0.00268577718473868,-2.56367744087504,0.985861506414712,0.000578412535283934,0.00268577718473868
"Cd36",4799.16924715369,-2.57807890387661,0.15880969285333,-16.2337629243929,2.91056542300157e-59,7.02509742771014e-57,-2.55856795533564,0.159360426511114,2.91056542300157e-59,7.02509742771014e-57
"Il10",6.09768276666701,-3.20636883624084,0.969884476645683,-3.30592860639441,0.000946622039719349,0.00412536570156859,-2.53340909475134,1.05397623012438,0.000946622039719349,0.00412536570156859
"Grap",159.551547390005,-2.55285484963076,0.218683997159815,-11.6737158767275,1.73668383464872e-31,1.44351780189908e-29,-2.51656943152491,0.220165924368465,1.73668383464872e-31,1.44351780189908e-29
"Adcy2",4.15665566305103,-3.90469507260861,1.3867590200814,-2.81569834128746,0.00486713433082107,0.0168563474023552,-2.5052576993135,1.79365681799681,0.00486713433082107,0.0168563474023552
"Rab3il1",1138.74045913412,-2.62036232452671,0.412581976696368,-6.3511313448748,2.1373711190876e-10,3.17093911532724e-09,-2.49563985927008,0.422950255875507,2.1373711190876e-10,3.17093911532724e-09
"Fhod3",21.0519089231453,-2.6932016666051,0.522291861921268,-5.15650704703318,2.5159901855651e-07,2.37073519662369e-06,-2.48289116075822,0.542321282596828,2.5159901855651e-07,2.37073519662369e-06
"Nck2",117.8845633317,-2.53259360590919,0.259064566956953,-9.77591662054663,1.42858264969047e-22,6.42657377643909e-21,-2.48107521449972,0.261427003940433,1.42858264969047e-22,6.42657377643909e-21
"Pcsk1",6.59225538447425,-3.19003403741512,0.962239406614086,-3.31521866126868,0.000915714649861592,0.00400649025876226,-2.45935078120895,1.10944324732613,0.000915714649861592,0.00400649025876226
"Dusp4",1104.22761888203,-2.48491665277479,0.197351971211396,-12.5912938062982,2.35776821382686e-36,2.50782617387635e-34,-2.45338153777294,0.199849451940098,2.35776821382686e-36,2.50782617387635e-34
"Ociad2",31.9163919496512,-2.55852259320323,0.387383196449033,-6.60462977397072,3.98511987113765e-11,6.47891703402185e-10,-2.44192362665641,0.393912136337047,3.98511987113765e-11,6.47891703402185e-10
"Eef1a2",7.81787256288673,-3.24665762683551,1.03174642832914,-3.14675925953365,0.00165090828292127,0.00663254410287696,-2.42583936353621,1.21658731630376,0.00165090828292127,0.00663254410287696
"Ets1",171.826718519092,-2.48010738745133,0.323841076267965,-7.65840892092127,1.88250671375113e-14,4.3115587161114e-13,-2.39708403508233,0.32919770120979,1.88250671375113e-14,4.3115587161114e-13
"Cd5l",21.9076818979265,-2.66902425231808,0.583224109609271,-4.5763270213678,4.73210636432995e-06,3.52060859387701e-05,-2.39695336523365,0.61572357391929,4.73210636432995e-06,3.52060859387701e-05
"Rab3b",6.68750631120572,-3.07291879561043,0.925762526923773,-3.31933806590927,0.000902311204674176,0.00396114303248184,-2.39569262057777,1.04375601402369,0.000902311204674176,0.00396114303248184
"Stx1a",15.2704330255,-2.65528483175283,0.574584340450519,-4.62122728522479,3.81476561015183e-06,2.88081366865317e-05,-2.38874359040839,0.605609413590355,3.81476561015183e-06,2.88081366865317e-05
"Ptprn",16.873256268669,-2.5525146810363,0.505544579566191,-5.04903975674435,4.44036331134795e-07,4.02971799860651e-06,-2.34656454685884,0.521668071552095,4.44036331134795e-07,4.02971799860651e-06
"Olfml3",747.439773427011,-2.42882557609254,0.375569921120398,-6.46703966293915,9.99414244458319e-11,1.54226175284964e-09,-2.31326295426001,0.38486701831844,9.99414244458319e-11,1.54226175284964e-09
"Epn2",28.7006316112561,-2.44226443399634,0.417548944597329,-5.8490494721561,4.94390041969474e-09,6.05965763355358e-08,-2.2992824727078,0.427152019042885,4.94390041969474e-09,6.05965763355358e-08
"Dppa3",74.5171154801115,-2.47619007630239,0.462081653193569,-5.35877167853081,8.37896651885614e-08,8.54300639952587e-07,-2.29915741119823,0.480952838427586,8.37896651885614e-08,8.54300639952587e-07
"Sncaip",54.2108733348298,-2.37048975698415,0.301963760446131,-7.8502458489784,4.15222503107827e-15,1.02185443853065e-13,-2.29493102313767,0.306681250899924,4.15222503107827e-15,1.02185443853065e-13
"Plxdc1",277.994655605723,-2.30208084515002,0.143425781020714,-16.0506767246925,5.65441531385955e-58,1.33902955857078e-55,-2.28502606257967,0.143974379559918,5.65441531385955e-58,1.33902955857078e-55
"Layn",66.3607273087862,-2.3580718279098,0.297699078288863,-7.9209913630358,2.35624309334638e-15,5.89107710450007e-14,-2.28457712192072,0.30190103621799,2.35624309334638e-15,5.89107710450007e-14
"Cavin1",91.3102743543299,-2.33657275529134,0.288806560452222,-8.09044209948924,5.94485549814486e-16,1.58080257112746e-14,-2.26926172068598,0.293625620661446,5.94485549814486e-16,1.58080257112746e-14
"Ccl3",558.492528865998,-2.30530021607256,0.216047707870577,-10.6703294323009,1.40128683637667e-26,8.57929321139689e-25,-2.26371355329967,0.217813326464838,1.40128683637667e-26,8.57929321139689e-25
"Btbd11",20.783705967972,-2.41737284552377,0.440315075366644,-5.49009784302946,4.01711148407791e-08,4.31667519149502e-07,-2.25546820429943,0.451504183945406,4.01711148407791e-08,4.31667519149502e-07
"Plau",9653.75065352318,-2.31999527550289,0.279596284757774,-8.2976613137503,1.0618086940485e-16,3.00829817584711e-15,-2.25353802048616,0.283469368236982,1.0618086940485e-16,3.00829817584711e-15
"Akap6",17.795640804917,-2.48795164615921,0.535095057104196,-4.64955079126203,3.3265875739145e-06,2.54120515156426e-05,-2.24888666923973,0.557537141244285,3.3265875739145e-06,2.54120515156426e-05
"Aif1",154.383362451936,-2.34127745472416,0.341331846268025,-6.85924117635867,6.92272805102955e-12,1.22204162824855e-10,-2.23790578971217,0.352547346214202,6.92272805102955e-12,1.22204162824855e-10
"Frmd6",265.129184972326,-2.2557441384475,0.258770133900497,-8.71717344055974,2.85233031179631e-18,9.59774738427761e-17,-2.19406103976096,0.261819352622025,2.85233031179631e-18,9.59774738427761e-17
"Stra6l",112.288125266856,-2.27909268324972,0.328286029948592,-6.94239923522365,3.85495912884091e-12,7.06329810599740e-11,-2.1809520198966,0.343952476807607,3.85495912884091e-12,7.06329810599740e-11
"Chst11",321.759896827461,-2.21370499397857,0.282993304254781,-7.82246420920813,5.17991846818421e-15,1.25025301334961e-13,-2.14297848003943,0.288323906991822,5.17991846818421e-15,1.25025301334961e-13
"Dpf1",13.9265482073934,-2.38467676274989,0.534496440856356,-4.46153908701287,8.1373099894783e-06,5.77013433208712e-05,-2.1394981120695,0.556917102200136,8.1373099894783e-06,5.77013433208712e-05
"Rnase4",1204.41313280098,-2.3904978700689,0.541834159822079,-4.41186260913093,1.02485141028831e-05,7.11444139962863e-05,-2.13151044398812,0.576604809597499,1.02485141028831e-05,7.11444139962863e-05
"Gdf3",237.506222798642,-2.21109837764626,0.304662799576564,-7.25752661867268,3.94232422677955e-13,8.04744223137411e-12,-2.12883124831085,0.310230422185651,3.94232422677955e-13,8.04744223137411e-12
"Mapk11",45.2634904398451,-2.22850735043951,0.338894368769628,-6.57581699728504,4.8386737641958e-11,7.79591712636989e-10,-2.12707792429416,0.344947461287875,4.8386737641958e-11,7.79591712636989e-10
"Neo1",36.1859385002659,-2.28206113570949,0.416526203558906,-5.47879368983506,4.28235324818841e-08,4.5742821802564e-07,-2.12661368236573,0.432380073045048,4.28235324818841e-08,4.5742821802564e-07
"Gng11",39.9679385420152,-2.25134118687209,0.373356441298944,-6.03000494390682,1.63954663392087e-09,2.14577161651104e-08,-2.12627230511284,0.385633660230514,1.63954663392087e-09,2.14577161651104e-08
"Rhod",44.9200633951417,-2.23325265420567,0.358355102312303,-6.23195439326941,4.60651600436919e-10,6.5775179033945e-09,-2.11797259403427,0.368483924182153,4.60651600436919e-10,6.5775179033945e-09
"Tmeff1",162.137087038445,-2.18917546100347,0.287396929486136,-7.61725417497572,2.59128766527535e-14,5.86004531294972e-13,-2.11456711580876,0.293615886299414,2.59128766527535e-14,5.86004531294972e-13
"Plekhh2",156.337577685954,-2.22955656401276,0.368011596260291,-6.05838671028132,1.37493530857579e-09,1.82805223071343e-08,-2.10766169433368,0.379590755635178,1.37493530857579e-09,1.82805223071343e-08
"Col18a1",1997.07282721196,-2.17483434238094,0.27782786686416,-7.82799208347339,4.95723144489778e-15,1.2057792997076e-13,-2.10533337430858,0.285290194423035,4.95723144489778e-15,1.2057792997076e-13
"Slc39a8",145.569331923187,-2.128947294261,0.171670308613292,-12.4013716259852,2.56888247399937e-35,2.60016483315856e-33,-2.10274115043021,0.172434160600569,2.56888247399937e-35,2.60016483315856e-33
"Gipc2",10.6585664020215,-2.5607975187622,0.725388774193541,-3.53024145101942,0.000415180584248685,0.00200112577300509,-2.09101053719375,0.802540991022478,0.000415180584248685,0.00200112577300509
"Mmp13",217.31796547821,-2.14875990876467,0.258627173249647,-8.30833002489851,9.7058277613891e-17,2.76230939304296e-15,-2.08835497728279,0.262580531442425,9.7058277613891e-17,2.76230939304296e-15
"Dach1",16.0185712101678,-2.3691957516844,0.563156241553991,-4.2069954603482,2.58788337982298e-05,0.000165801553344351,-2.08588252294085,0.594738921176457,2.58788337982298e-05,0.000165801553344351
"Tubb2b",38.5159442851871,-2.43678240541331,0.626689605727595,-3.88834022958491,0.000100932076968003,0.00056553504376134,-2.08192161715662,0.682799877296913,0.000100932076968003,0.00056553504376134
"Fabp4",42.6673825063963,-2.28016666604957,0.466566174876272,-4.88712381829703,1.02319748718788e-06,8.63047826726824e-06,-2.08050752387322,0.491471152177013,1.02319748718788e-06,8.63047826726824e-06
"Pde1c",70.3585098952218,-2.20643453310909,0.376925753232861,-5.85376434001837,4.80569449621562e-09,5.89601873137852e-08,-2.07577857540404,0.390697249837514,4.80569449621562e-09,5.89601873137852e-08
"B3galnt1",55.449113622986,-2.16013344547545,0.322395704535627,-6.70025504398971,2.0805608990694e-11,3.4724893409867e-10,-2.0659927769103,0.328308179721798,2.0805608990694e-11,3.4724893409867e-10
"Igf2bp2",203.774744666407,-2.11883477078984,0.254919156172582,-8.31179108938904,9.42682765498668e-17,2.69512787921954e-15,-2.05867010312157,0.257982746683299,9.42682765498668e-17,2.69512787921954e-15
"Prokr1",62.5519209036812,-2.12348320609567,0.272562065630531,-7.79082445381132,6.65733544580572e-15,1.59458429733411e-13,-2.05526913817523,0.277180673798982,6.65733544580572e-15,1.59458429733411e-13
"Igfbp4",2341.30442089717,-2.04681355552539,0.139180393858143,-14.7061917184368,5.88261050537025e-49,1.0254533951792e-46,-2.03784834277759,0.139676141886329,5.88261050537025e-49,1.0254533951792e-46
"Igf1",4305.10017656112,-2.11637073550447,0.309201757764059,-6.84462711599263,7.66753268511828e-12,1.34594689134153e-10,-2.02745121304804,0.317567227045557,7.66753268511828e-12,1.34594689134153e-10
"Prss46",15.7236873572634,-2.28569287048447,0.539219661204102,-4.2388900756705,2.24627607193301e-05,0.000146153504296688,-2.01705953093233,0.571533407405386,2.24627607193301e-05,0.000146153504296688
"Ak1",21.504683396289,-2.34908113476086,0.598645227923172,-3.9239954236507,8.7092390279729e-05,0.000495286175985899,-2.01497881165717,0.648162928007576,8.7092390279729e-05,0.000495286175985899
"Eno2",41.3504013335946,-2.13124560662177,0.363115305075198,-5.86933565408487,4.37544827252466e-09,5.38922976137948e-08,-2.00799618745627,0.373229806839995,4.37544827252466e-09,5.38922976137948e-08
"Spp1",66506.8604349271,-2.02076639040265,0.144632119963634,-13.9717677574715,2.31800806451827e-44,3.42274343738457e-42,-2.00112553549748,0.146418929581316,2.31800806451827e-44,3.42274343738457e-42
"Lrig1",27.0803162705519,-2.17208687218439,0.429569978508413,-5.05642149324886,4.27196610431597e-07,3.89378696988161e-06,-1.99957470434488,0.445430955155985,4.27196610431597e-07,3.89378696988161e-06
"Neurl1a",73.2736041139429,-3.19847703051627,1.07011999341791,-2.98889568477317,0.00279987704826018,0.0105087490528449,-1.98861398541676,1.82308354406996,0.00279987704826018,0.0105087490528449
"Vwa7",26.8162458721127,-2.19606182419703,0.463978545136777,-4.73311071646567,2.21104802038855e-06,1.75194846615509e-05,-1.98833792428892,0.491123661475924,2.21104802038855e-06,1.75194846615509e-05
"P4ha2",126.160340529732,-2.03021027691221,0.234161374385599,-8.67013307484696,4.31615647932642e-18,1.40342176093331e-16,-1.9790553753602,0.237987780195519,4.31615647932642e-18,1.40342176093331e-16
"Itsn1",1923.19311489892,-2.00817667045912,0.181643363194925,-11.0556016753781,2.05951233630486e-28,1.389727921127e-26,-1.9778485276072,0.182863513368065,2.05951233630486e-28,1.389727921127e-26
"Ddah2",103.533737038049,-2.05755486113649,0.315924989384968,-6.5127955377701,7.37648880803808e-11,1.15439290560706e-09,-1.96085539536053,0.326063532805643,7.37648880803808e-11,1.15439290560706e-09
"Prss50",4.35534151782916,-2.99785207790182,1.07266099807895,-2.79478053482949,0.00519349587112974,0.0178536200160365,-1.95529850707236,1.36501366414537,0.00519349587112974,0.0178536200160365
"Gja1",18.99936865486,-2.16391688546451,0.485328388542209,-4.45866538317346,8.24715511967178e-06,5.84472297611522e-05,-1.93871449555409,0.507875808825359,8.24715511967178e-06,5.84472297611522e-05
"Prelid3a",13.6846875280361,-2.29777711402645,0.612707045213496,-3.7502051461246,0.000176689958758899,0.000942071228709833,-1.93646828546641,0.665660026422312,0.000176689958758899,0.000942071228709833
"Vash2",42.6150495696627,-2.03262006026084,0.315623001115309,-6.44002513466451,1.19453718713116e-10,1.82170549643781e-09,-1.93643367668083,0.322619806737529,1.19453718713116e-10,1.82170549643781e-09
"B3galt5",17.5756140687516,-2.12797927646829,0.4542716746286,-4.68437588191706,2.80814267649e-06,2.18641431343834e-05,-1.92996792438176,0.471820845270252,2.80814267649e-06,2.18641431343834e-05
"Azin2",31.724176163007,-2.08105090331866,0.39633082976586,-5.25079238611863,1.51446300779967e-07,1.48384271747804e-06,-1.92896826832823,0.410200124262759,1.51446300779967e-07,1.48384271747804e-06
"Pcdhgc4",36.3707694448623,-2.53915677999366,0.773463062511326,-3.2828416805702,0.00102766362894566,0.00442355338185734,-1.92268004026307,0.951421180765827,0.00102766362894566,0.00442355338185734
"Angpt2",46.7332809441931,-2.03560859573484,0.342916952874162,-5.93615619955024,2.91781829380618e-09,3.67317326033715e-08,-1.92092524012534,0.352019279583178,2.91781829380618e-09,3.67317326033715e-08
"Bcl2a1b",184.951931909854,-2.23900783970407,0.55928480338856,-4.00334109945149,6.24541543516496e-05,0.0003690499488077,-1.91340954899234,0.627946732509909,6.24541543516496e-05,0.0003690499488077
"Dhtkd1",9.91239795738591,-2.66342485497555,0.831503058409677,-3.20314498911115,0.00135935524391678,0.00562521189132855,-1.91236532426237,1.06726921430145,0.00135935524391678,0.00562521189132855
"Anpep",3601.49821433719,-1.99229574381539,0.309094556873749,-6.44558663201939,1.15154126232481e-10,1.76471237893025e-09,-1.89257312675815,0.320527123700148,1.15154126232481e-10,1.76471237893025e-09
"Prrg4",109.797292250898,-1.95033002900717,0.242139782689991,-8.05456256440171,7.97635496319286e-16,2.09437722056556e-14,-1.89176947864746,0.247687333869482,7.97635496319286e-16,2.09437722056556e-14
"Phyhd1",22.9369430125605,-2.15965738448044,0.521189943536312,-4.14370501822619,3.41739272243708e-05,0.000214030419457624,-1.89152190128755,0.556446775557295,3.41739272243708e-05,0.000214030419457624
"Tmem26",77.8805069620044,-1.97619452781513,0.306406150561354,-6.44959157704449,1.12151975861948e-10,1.72291242232963e-09,-1.88341389330903,0.313734270979277,1.12151975861948e-10,1.72291242232963e-09
"Zfp781",14.4469886459586,-3.17478052202944,0.966200669946114,-3.28583970264325,0.001016788554043,0.00438546843360609,-1.86979465356623,1.71566724806684,0.001016788554043,0.00438546843360609
"Hyal1",66.900634832774,-1.92723660974686,0.251170419334058,-7.67302381728169,1.67988281333624e-14,3.89726602406343e-13,-1.86451006626996,0.254652151537417,1.67988281333624e-14,3.89726602406343e-13
"Cadps",5.67739164280603,-2.75198803484744,0.962273817111197,-2.85988040608761,0.00423800796697543,0.0149455571771589,-1.86321955247466,1.20954121034151,0.00423800796697543,0.0149455571771589
"Gdf15",78.8506646688464,-2.06554472390222,0.445079190336668,-4.64084767103983,3.4698284709118e-06,2.64419047592071e-05,-1.86251543728626,0.47485846315945,3.4698284709118e-06,2.64419047592071e-05
"Rhoh",90.8695592976402,-1.94409215985133,0.291611316932301,-6.66672398143814,2.61576367991822e-11,4.31979604561232e-10,-1.85938425035026,0.297245364392245,2.61576367991822e-11,4.31979604561232e-10
"Slc40a1",336.87126379074,-1.94064232399072,0.297877256616273,-6.51490599193569,7.27351963687173e-11,1.13969968742044e-09,-1.85142616248188,0.304817698565103,7.27351963687173e-11,1.13969968742044e-09
"Tmem158",65.5060024816722,-1.90627693858704,0.239139905600628,-7.97138785264302,1.56902239282628e-15,3.96233401455989e-14,-1.84906440053342,0.241978747700774,1.56902239282628e-15,3.96233401455989e-14
"Iqgap2",1006.25972087079,-1.87079737028476,0.19571211833354,-9.55892453780749,1.18986694402612e-21,5.04527703191616e-20,-1.83276716331155,0.197952701721952,1.18986694402612e-21,5.04527703191616e-20
"Fmnl2",292.308490277086,-1.87272815481306,0.19911478595794,-9.40526915569517,5.18972075324032e-21,2.08769824275382e-19,-1.8326235625605,0.201298286999991,5.18972075324032e-21,2.08769824275382e-19
"Cd276",420.874711670826,-1.84000698520929,0.150985472950035,-12.1866491474858,3.66170345774865e-34,3.48166970440934e-32,-1.81617447363917,0.151939514360302,3.66170345774865e-34,3.48166970440934e-32
"Eya1",47.4200137391259,-1.89713160695794,0.29758290606324,-6.37513636806401,1.82800222886626e-10,2.72809226807377e-09,-1.80680055312703,0.303546572432078,1.82800222886626e-10,2.72809226807377e-09
"Lpar1",69.2183346657858,-1.87484870298027,0.260276477851099,-7.20329673453183,5.87738731233965e-13,1.18406241022753e-11,-1.80563730984835,0.264295197443043,5.87738731233965e-13,1.18406241022753e-11
"Cd22",27.6853320809374,-1.97613891578386,0.411661629563046,-4.80039618431624,1.58352047751127e-06,1.28307072390213e-05,-1.80322116348763,0.42775080766021,1.58352047751127e-06,1.28307072390213e-05
"Inpp4b",463.957866070246,-1.84861731869916,0.212949089805275,-8.68102944412479,3.92202591403641e-18,1.28525710827861e-16,-1.80117316197216,0.217612109607057,3.92202591403641e-18,1.28525710827861e-16
"Slc7a8",8113.15837161156,-1.81843194270392,0.157859950215841,-11.51927350932,1.05496709070352e-30,8.32760500340874e-29,-1.79249704655319,0.15936000976817,1.05496709070352e-30,8.32760500340874e-29
"Ang",109.281535010195,-1.92137166227412,0.373534515241362,-5.1437593686158,2.69294426368335e-07,2.52420787554068e-06,-1.77618923262168,0.3871905763281,2.69294426368335e-07,2.52420787554068e-06
"Rgs1",1082.01050590871,-1.96887883684424,0.427286117907174,-4.60786988935589,4.06815083681039e-06,3.06294907935256e-05,-1.77606665662972,0.453765324147946,4.06815083681039e-06,3.06294907935256e-05
"Morc4",11.9710970275703,-2.1162393863121,0.580899362173771,-3.64303961084235,0.000269437355747256,0.0013685585803253,-1.76558913044673,0.629383068420009,0.000269437355747256,0.0013685585803253
"Rapsn",47.6599265406401,-2.02866173778773,0.482284997435947,-4.20635464211627,2.59522872991782e-05,0.000166187325455095,-1.76552106674888,0.537444413909721,2.59522872991782e-05,0.000166187325455095
"Camsap3",41.1299319379409,-1.97922389126077,0.462460670446122,-4.27976694613073,1.87089118040988e-05,0.000123466275440792,-1.74909572231447,0.49542856218198,1.87089118040988e-05,0.000123466275440792
"Bhlhb9",45.1679217990341,-1.87879604285682,0.353039316359786,-5.32177566575084,1.02759245603541e-07,1.03509734475927e-06,-1.7451624239884,0.367463755376235,1.02759245603541e-07,1.03509734475927e-06
"Sorbs3",14.0960181964078,-2.14782921374656,0.624951156572983,-3.43679532577317,0.000588640237192194,0.00272721432890337,-1.73502601506121,0.696864566167555,0.000588640237192194,0.00272721432890337
"Epha4",12.1807511182558,-2.18381349200554,0.647608669079457,-3.37211899141147,0.000745922138875455,0.00335558020251822,-1.72920084316628,0.734103408583958,0.000745922138875455,0.00335558020251822
"Armcx2",42.5103782376039,-1.92463724532238,0.43365867961298,-4.43813841576982,9.07402621140745e-06,6.36958070354446e-05,-1.72370157778277,0.456130572160173,9.07402621140745e-06,6.36958070354446e-05
"Serpinb9b",11.8437363936813,-2.16348320443618,0.64540419973733,-3.35213685519352,0.000801903675932444,0.00358301638897405,-1.72364444760054,0.721078966324349,0.000801903675932444,0.00358301638897405
"Nox1",42.1096974980238,-1.85832358645117,0.371684514856314,-4.99973367781965,5.7409556399512e-07,5.081434008253e-06,-1.71069120134673,0.385041501135223,5.7409556399512e-07,5.081434008253e-06
"Abca1",95.6032303320194,-1.87615212425937,0.393547060448331,-4.76728786163985,1.86722434066269e-06,1.49461305482509e-05,-1.70786696118483,0.413446877953578,1.86722434066269e-06,1.49461305482509e-05
"Sdc2",4.63283265422956,-2.82683684266288,1.06569145669131,-2.6525846903563,0.00798780864095332,0.0257261961130626,-1.70774897432446,2.04487288882267,0.00798780864095332,0.0257261961130626
"Morn4",102.756525609009,-1.87781636844457,0.400698396626452,-4.6863585785574,2.78108833600847e-06,2.16669396059853e-05,-1.70378167052477,0.421021075258221,2.78108833600847e-06,2.16669396059853e-05
"Olfr111",34.709738659753,-1.90959386305188,0.443812573085554,-4.3027033907031,1.68726661281647e-05,0.000112225136499521,-1.69460245504603,0.472005792132184,1.68726661281647e-05,0.000112225136499521
"Tmem37",138.985778438015,-1.77541199018612,0.280278559961242,-6.33445523065208,2.38181314578505e-10,3.51695726973508e-09,-1.69118781428983,0.28623283467416,2.38181314578505e-10,3.51695726973508e-09
"Fabp5",1046.74917601588,-1.71181047192391,0.144028396257489,-11.885228999312,1.41247428801981e-32,1.23110866589837e-30,-1.68920600268332,0.14574787911052,1.41247428801981e-32,1.23110866589837e-30
"Ccdc63",10.6243601118891,-2.09021110127674,0.611393398726229,-3.41876622422071,0.000629057467810616,0.00288887679417894,-1.68861308476809,0.67451990837845,0.000629057467810616,0.00288887679417894
"Adgrl4",21.1791983014561,-1.98605096503997,0.532751305638335,-3.72791383901033,0.000193071358032713,0.00101433177675537,-1.67901315792899,0.575851796561689,0.000193071358032713,0.00101433177675537
"Plcb4",148.296314076601,-1.72755026353481,0.268430017368358,-6.43575662838091,1.22859756370181e-10,1.87119629432171e-09,-1.64652895644465,0.276581682089025,1.22859756370181e-10,1.87119629432171e-09
"Vegfc",7.09525935149576,-2.73765448761885,0.966338622491224,-2.83301776820341,0.00461108228471978,0.0160448277669859,-1.63992005498223,1.49083104357406,0.00461108228471978,0.0160448277669859
"Nme4",130.35068106895,-1.7028607213523,0.239383032237549,-7.11353977529405,1.13103869569317e-12,2.21116303265498e-11,-1.63906439822537,0.243656537845984,1.13103869569317e-12,2.21116303265498e-11
"Jag1",682.576939541197,-1.64643924021165,0.110431033255975,-14.9092079614547,2.8713837053216e-50,5.22300534572339e-48,-1.63225594463505,0.110875585746347,2.8713837053216e-50,5.22300534572339e-48
"Slc24a5",27.1686458919808,-1.82122362249164,0.413212786987529,-4.40747159779109,1.04584309772594e-05,7.25214183401007e-05,-1.63039724916307,0.434328403770181,1.04584309772594e-05,7.25214183401007e-05
"Lamc1",1438.33680965673,-1.71942853314421,0.28298877801092,-6.07596013251755,1.23248029823354e-09,1.65442355327584e-08,-1.62847716933393,0.292440663541349,1.23248029823354e-09,1.65442355327584e-08
"Gm8797",117.588430903148,-1.81893181194234,0.415734636997546,-4.37522315936615,1.2130831034272e-05,8.27917674340117e-05,-1.62242132509057,0.442008541545015,1.2130831034272e-05,8.27917674340117e-05
"Maged2",174.4608617563,-1.64732308129888,0.151724600111589,-10.8573235987264,1.84064887983095e-27,1.17268954775422e-25,-1.62167109347438,0.152605680380619,1.84064887983095e-27,1.17268954775422e-25
"Stab1",19246.5339567227,-1.74538957598732,0.355550305287426,-4.90898067033397,9.15510003686612e-07,7.80079162000725e-06,-1.62049685316944,0.369673288010042,9.15510003686612e-07,7.80079162000725e-06
"Cd63",2605.72440652522,-1.63365060069515,0.134061703766888,-12.1858111212417,3.69954084975509e-34,3.49119828611099e-32,-1.61396228730717,0.135671157082998,3.69954084975509e-34,3.49119828611099e-32
"Dclk2",13.6369181940299,-2.0014878204616,0.587304860425097,-3.40791972845738,0.000654601483131348,0.00298977555123055,-1.61378603177217,0.652867170718459,0.000654601483131348,0.00298977555123055
"Edaradd",12.0982560077951,-2.13774346939387,0.676591993726719,-3.15957547416283,0.0015799917181095,0.00638921200724623,-1.60810736175788,0.799679059536468,0.0015799917181095,0.00638921200724623
"Scamp5",507.330898202547,-1.66937578158185,0.236675928662064,-7.05342444843836,1.74567310882535e-12,3.31466614052451e-11,-1.60601122359333,0.240840731289782,1.74567310882535e-12,3.31466614052451e-11
"Slc28a2",146.544115512206,-1.79753361569825,0.414311169093776,-4.33860766927911,1.43388232960236e-05,9.64968210125431e-05,-1.60342708625806,0.437365598783005,1.43388232960236e-05,9.64968210125431e-05
"Ninl",42.4364678144692,-1.78998386026668,0.408341545685528,-4.38354578215066,1.1676309658882e-05,8.00378823203864e-05,-1.60111470293646,0.429533036183396,1.1676309658882e-05,8.00378823203864e-05
"Sox4",17.7492431001673,-1.89780161051772,0.511097589283086,-3.71318834271897,0.000204664459006674,0.00106986406705238,-1.60054055882139,0.553842806796879,0.000204664459006674,0.00106986406705238
