"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Stk17b",2.92946103583291e-56,0.350645345342677,0.771,0.572,4.69680487875091e-52
"Uqcc2",4.26273279236472e-56,0.371654822503039,0.865,0.712,6.83443948599836e-52
"Rps6",5.13252636308411e-56,-0.236916470334369,0.996,0.995,8.22897951793276e-52
"Ier5",6.85593208139565e-56,0.390085033722204,0.657,0.42,1.09921159061016e-51
"Rps24",1.13687636150538e-55,-0.203675486844586,0.999,0.998,1.82275387040157e-51
"Cacnb4",1.34799894103724e-55,0.588890451471721,0.867,0.7,2.161246702165e-51
"Clec4n",3.54932067146665e-55,0.298040611610082,0.256,0.055,5.69062583256249e-51
"Igf1",3.85824606607606e-55,-0.602826450419521,0.392,0.605,6.18592591773974e-51
"Rack1",4.21045752116066e-55,-0.229113232543694,0.998,0.998,6.75062654367688e-51
"Rplp1",5.09387761195883e-55,-0.201985213168255,1,0.999,8.1670139752536e-51
"Myh9",6.20106611153027e-55,0.358921654192007,0.913,0.854,9.94216929661648e-51
"Sel1l3",6.97592372515971e-55,-0.164864055739288,0.034,0.193,1.11844985085486e-50
"Aif1",1.70668973346897e-54,-0.26245547016914,0.043,0.208,2.73633564967079e-50
"Hsf3",1.73485681995649e-54,-0.141239830006196,0.004,0.123,2.78149593943625e-50
"Adgre1",1.79297469489349e-54,-0.310263600532521,0.997,0.995,2.87467632832274e-50
"Wnt2",2.06288045663094e-54,-0.730516278514574,0.3,0.522,3.30741623611639e-50
"Rps19",2.48523756271855e-54,-0.231273611961941,0.998,0.999,3.98458138430665e-50
"Gpr160",2.78281969150516e-54,-0.164543045963246,0.026,0.173,4.46169481139022e-50
"Retreg1",4.6399690134258e-54,0.388129982194644,0.591,0.356,7.43926231922558e-50
"Ptgs1",5.10217055437734e-54,0.317035136908554,0.993,0.98,8.18031004983319e-50
"Elob",5.27399963152023e-54,0.331250686268275,0.968,0.922,8.45580360921639e-50
"H2-Aa",5.36476988970981e-54,-0.555114374403085,0.335,0.57,8.60133556417173e-50
"Chchd2",6.56122677724274e-54,0.272205380567711,0.998,0.987,1.05196148919533e-49
"Rpl17",7.12083592859152e-54,-0.230705095687725,0.998,0.995,1.14168362443108e-49
"S100a4",8.65083314329269e-54,0.627964091962184,0.914,0.797,1.38698807786412e-49
"St8sia4",1.13999273654786e-53,0.514371925984586,0.779,0.612,1.82775035450718e-49
"Rpl23a",1.77329243249951e-53,-0.237347135191983,0.997,0.993,2.84311975702646e-49
"Syk",2.37647923106553e-53,0.374005058922112,0.943,0.912,3.81020915116736e-49
"Ubl5",2.5034785888502e-53,0.300340712515495,0.984,0.944,4.01382722150353e-49
"Rpl28",3.26073062307249e-53,-0.236394922548723,0.996,0.995,5.22792940797212e-49
"Rpl7",5.09543225500045e-53,-0.213542717607955,0.998,0.998,8.16950653444222e-49
"Atp1a3",7.29909023880461e-53,0.35508501962549,0.917,0.841,1.17026313798754e-48
"Zfhx3",8.67308284747576e-53,0.359136691036994,0.965,0.939,1.39055537293579e-48
"Gng5",8.8220378521445e-53,0.279273572343527,0.994,0.975,1.41443732883433e-48
"4931406P16Rik",1.02835792941781e-52,-0.45401497317856,0.578,0.761,1.64876626823557e-48
"Kcnk13",1.57980886250407e-52,-0.511695116383793,0.706,0.847,2.53290754925277e-48
"Jmjd1c",3.05541035953026e-52,-0.417316872148228,0.888,0.951,4.89873942943486e-48
"Sec61b",3.23076805601629e-52,0.305781229682391,0.987,0.961,5.17989042421093e-48
"Ciao2a",6.67430703707746e-52,0.327402725547757,0.818,0.678,1.07009164725463e-47
"Serp1",1.56144341881341e-51,0.338909596056068,0.967,0.928,2.50346223338354e-47
"Sptbn1",1.82033594995228e-51,-0.374140393036851,0.973,0.984,2.91854462855849e-47
"Pbx3",1.84125459820389e-51,0.47838443158731,0.927,0.849,2.9520834973003e-47
"Mgl2",2.63025247222548e-51,0.310387666489371,0.275,0.076,4.21708378871911e-47
"Hsp90aa1",2.82569222045407e-51,0.384277864314172,0.959,0.915,4.53043233705401e-47
"Rhoh",3.5666366121786e-51,-0.199385424218857,0.093,0.287,5.71838848030595e-47
"Psap",3.5756832307131e-51,0.259054635633035,1,0.999,5.73289292380231e-47
"Atp5e",5.03207838073142e-51,0.294186623804192,0.994,0.973,8.06793126782668e-47
