"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Wfdc17",3.07686157417035e-38,0.26180076722106,1,0.996,4.93313216186732e-34
"Rsrp1",4.87962935555806e-35,0.261622929499363,0.952,0.93,7.82350974576623e-31
"Ppm1h",4.43481137383544e-22,0.261511438956287,0.965,0.95,7.11033307567036e-18
"Hipk1",5.62833768694151e-35,0.260724296121554,0.851,0.744,9.02391381347332e-31
"Myl6",2.23614776837195e-48,0.25989453719089,0.998,0.991,3.58521571703075e-44
"Stk40",3.95677047674775e-30,0.259346183778189,0.667,0.532,6.34389010536967e-26
"Iscu",3.59197550911019e-33,0.259187408746642,0.872,0.781,5.75901433375637e-29
"Psap",3.5756832307131e-51,0.259054635633035,1,0.999,5.73289292380231e-47
"Tmem14c",6.68220577849087e-37,0.258926680354547,0.899,0.835,1.07135805246544e-32
"Abtb2",2.1345433233049e-22,0.258675439923055,0.536,0.376,3.42231331025475e-18
"Ppt1",1.82088072761584e-28,0.258071315903049,0.869,0.781,2.91941807058648e-24
"Man2b1",2.41672580381794e-39,0.257983402525065,0.994,0.988,3.8747364812613e-35
"Snx1",1.02349000628052e-33,0.257196792700743,0.796,0.668,1.64096152706956e-29
"Cycs",7.39743050134934e-29,0.257154435014071,0.802,0.697,1.18603003228134e-24
"Uqcr11",1.33365742716107e-40,0.256428690412916,0.985,0.966,2.13825295296735e-36
"Map3k5",2.83096595483655e-23,0.255814017617426,0.899,0.847,4.53888771538944e-19
"Mif",2.62764430280496e-29,0.255470009288246,0.872,0.77,4.21290211068719e-25
